inquiry_id,client_id,listing_id,inquiry_date,inquiry_channel,inquiry_status
2175,462,1,2021-10-25,website,open
2176,255,717,2021-05-18,website,followed up
2177,703,150,2024-06-21,website,open
2178,574,532,2022-05-12,website,closed
2179,50,566,2024-12-28,email,followed up
2180,330,380,2022-03-29,website,followed up
2181,705,514,2021-11-11,phone,closed
2182,216,834,2022-03-09,email,open
2183,265,621,2023-01-25,website,closed
2184,340,381,2024-08-16,website,closed
2185,671,614,2022-09-11,website,open
2186,511,537,2023-06-26,referral,followed up
2187,915,971,2023-12-11,website,followed up
2188,760,800,2023-10-31,phone,open
2189,900,583,2024-06-28,phone,closed
2190,530,762,2022-05-25,email,closed
2191,874,217,2021-10-15,website,closed
2192,604,953,2022-11-21,website,followed up
2193,192,311,2022-09-12,website,followed up
2194,948,607,2024-08-09,website,closed
2195,699,822,2024-10-10,referral,open
2196,506,595,2024-10-16,website,followed up
2197,774,565,2021-12-23,email,open
2198,311,969,2024-03-05,walk-in,closed
2199,535,761,2022-01-23,website,closed
2200,614,386,2024-04-23,referral,open
2201,277,291,2023-09-24,phone,followed up
2202,196,422,2024-11-19,phone,closed
2203,653,522,2022-01-13,website,followed up
2204,183,407,2024-10-10,phone,closed
2205,817,123,2023-10-22,website,followed up
2206,222,359,2024-06-28,website,closed
2207,814,322,2022-03-15,phone,closed
2208,394,232,2021-12-28,email,followed up
2209,16,446,2024-11-05,walk-in,followed up
2210,336,885,2022-10-04,phone,closed
2211,286,877,2022-06-18,walk-in,closed
2212,676,753,2024-01-06,website,followed up
2213,760,63,2021-09-05,website,closed
2214,968,61,2021-08-23,website,closed
2215,259,2,2024-05-05,website,followed up
2216,635,596,2021-12-15,email,followed up
2217,491,509,2023-10-21,email,followed up
2218,900,609,2022-06-03,referral,followed up
2219,181,384,2021-12-19,website,closed
2220,304,31,2023-10-07,phone,closed
2221,712,550,2024-01-16,website,closed
2222,218,268,2024-03-23,email,closed
2223,357,172,2023-02-28,referral,open
2224,811,989,2024-05-21,website,followed up
2225,397,201,2022-05-14,website,closed
2226,758,693,2023-08-01,email,followed up
2227,612,442,2023-09-12,email,followed up
2228,609,697,2022-09-26,email,open
2229,739,783,2022-01-05,email,closed
2230,644,157,2022-05-05,website,followed up
2231,977,278,2022-07-18,website,closed
2232,303,637,2024-04-29,phone,followed up
2233,358,919,2023-09-13,website,closed
2234,50,967,2022-07-15,email,closed
2235,520,650,2022-09-05,website,open
2236,535,323,2021-11-01,website,closed
2237,196,267,2021-04-23,walk-in,followed up
2238,796,479,2023-05-02,referral,followed up
2239,845,721,2021-02-24,email,followed up
2240,17,501,2023-09-07,website,closed
2241,803,621,2022-08-21,phone,closed
2242,841,236,2023-06-16,email,closed
2243,335,880,2024-03-02,email,followed up
2244,606,981,2023-03-14,website,closed
2245,877,163,2022-11-11,referral,closed
2246,723,753,2023-09-15,website,closed
2247,718,776,2023-06-19,email,followed up
2248,191,489,2023-06-15,website,followed up
2249,867,244,2024-07-29,website,open
2250,256,230,2021-02-11,website,closed
2251,151,529,2022-06-13,website,followed up
2252,42,627,2024-05-20,referral,open
2253,699,293,2022-07-10,referral,followed up
2254,205,24,2023-10-04,website,open
2255,954,990,2024-12-03,website,closed
2256,477,996,2022-07-04,phone,open
2257,984,83,2021-11-14,phone,followed up
2258,91,607,2024-05-23,website,closed
2259,255,534,2023-03-25,email,closed
2260,67,148,2024-08-14,website,open
2261,36,142,2024-05-31,phone,followed up
2262,868,421,2022-01-28,referral,open
2263,966,540,2022-12-05,website,followed up
2264,959,527,2021-08-08,referral,followed up
2265,766,66,2021-04-07,website,open
2266,846,230,2021-03-16,phone,open
2267,804,463,2022-10-22,phone,followed up
2268,721,20,2023-07-05,referral,followed up
2269,392,780,2024-08-12,website,followed up
2270,736,387,2023-10-23,website,open
2271,622,358,2023-04-21,referral,closed
2272,498,147,2021-12-08,phone,closed
2273,723,700,2024-10-14,website,closed
2274,96,299,2021-08-12,phone,followed up
2275,82,852,2022-06-26,referral,closed
2276,26,9,2022-12-11,referral,open
2277,445,265,2021-09-20,phone,followed up
2278,705,605,2023-11-26,phone,closed
2279,139,241,2023-10-02,website,closed
2280,635,78,2023-01-17,phone,closed
2281,511,506,2024-01-09,email,open
2282,755,855,2021-06-21,website,followed up
2283,693,76,2023-02-27,phone,closed
2284,240,942,2024-01-10,email,followed up
2285,61,933,2023-12-29,phone,followed up
2286,944,596,2021-10-19,website,closed
2287,294,186,2021-01-25,phone,closed
2288,965,905,2021-06-26,referral,followed up
2289,58,642,2023-11-03,website,followed up
2290,482,907,2023-08-15,referral,closed
2291,772,141,2024-08-07,walk-in,closed
2292,629,359,2024-10-15,phone,closed
2293,925,562,2022-01-09,referral,followed up
2294,50,714,2024-08-09,email,followed up
2295,460,859,2023-07-14,phone,followed up
2296,10,109,2023-05-07,website,closed
2297,583,921,2023-05-30,website,followed up
2298,170,155,2022-04-13,email,closed
2299,835,639,2023-06-05,phone,followed up
2300,896,90,2023-09-15,email,closed
2301,238,661,2024-04-11,referral,closed
2302,710,783,2022-01-03,referral,closed
2303,950,582,2024-04-21,website,followed up
2304,274,790,2021-04-18,website,open
2305,210,69,2021-09-06,email,followed up
2306,268,366,2023-02-02,website,closed
2307,878,319,2024-05-27,website,closed
2308,608,558,2023-07-19,website,closed
2309,253,270,2023-11-11,email,followed up
2310,150,161,2022-07-09,email,closed
2311,906,184,2022-01-05,website,closed
2312,758,778,2024-07-18,website,closed
2313,187,126,2021-08-08,phone,open
2314,591,390,2023-11-09,website,followed up
2315,227,419,2023-07-18,phone,open
2316,335,360,2021-02-05,email,followed up
2317,192,715,2023-07-06,website,followed up
2318,91,564,2022-03-01,referral,open
2319,255,34,2024-01-30,phone,closed
2320,512,989,2024-07-02,phone,followed up
2321,795,643,2024-07-20,phone,closed
2322,230,876,2022-05-14,email,followed up
2323,806,460,2024-07-07,email,followed up
2324,709,457,2022-12-25,website,open
2325,65,488,2021-07-29,walk-in,followed up
2326,769,522,2022-01-18,website,open
2327,554,958,2024-02-09,walk-in,open
2328,611,719,2022-01-30,website,closed
2329,573,300,2022-11-25,website,followed up
2330,884,837,2022-05-24,website,closed
2331,589,63,2021-10-31,referral,open
2332,461,915,2023-04-30,phone,followed up
2333,594,973,2023-10-21,referral,closed
2334,262,129,2022-04-27,phone,followed up
2335,458,514,2021-08-16,phone,open
2336,151,711,2022-11-09,email,open
2337,375,570,2021-08-11,phone,closed
2338,782,87,2022-10-06,email,followed up
2339,716,507,2021-09-12,email,closed
2340,841,120,2021-08-30,phone,closed
2341,481,158,2023-05-08,walk-in,closed
2342,13,776,2023-05-06,website,followed up
2343,192,907,2023-08-12,website,open
2344,682,600,2021-05-30,website,closed
2345,403,640,2024-04-17,walk-in,closed
2346,21,113,2023-07-20,website,closed
2347,286,415,2022-03-21,referral,closed
2348,487,17,2024-05-17,walk-in,open
2349,760,143,2023-05-20,email,closed
2350,146,536,2023-07-29,website,followed up
2351,983,342,2023-01-31,website,followed up
2352,861,609,2022-08-31,referral,followed up
2353,335,187,2022-11-20,walk-in,closed
2354,286,931,2022-09-06,website,open
2355,836,541,2021-05-20,phone,followed up
2356,31,599,2023-03-31,website,followed up
2357,150,657,2024-10-19,website,closed
2358,989,450,2022-12-12,website,followed up
2359,105,409,2023-06-05,website,closed
2360,317,848,2024-02-20,website,open
2361,536,987,2023-01-31,website,open
2362,679,367,2023-12-27,email,followed up
2363,931,575,2023-05-17,website,open
2364,412,328,2023-08-06,email,closed
2365,150,121,2021-01-21,website,closed
2366,804,816,2021-08-31,website,followed up
2367,572,172,2023-02-12,website,open
2368,227,770,2024-09-24,website,closed
2369,349,709,2024-02-17,walk-in,followed up
2370,72,186,2021-01-14,referral,closed
2371,275,835,2022-02-23,website,followed up
2372,722,743,2022-01-23,website,followed up
2373,889,427,2021-08-08,website,followed up
2374,663,283,2024-03-01,website,closed
2375,373,242,2021-10-01,website,closed
2376,253,466,2021-12-27,website,closed
2377,163,910,2021-07-20,website,followed up
2378,181,611,2021-10-05,website,closed
2379,591,971,2024-02-08,referral,followed up
2380,19,227,2022-12-31,referral,followed up
2381,484,209,2022-07-18,email,followed up
2382,214,266,2023-10-05,walk-in,open
2383,873,66,2021-04-24,website,closed
2384,195,125,2023-04-18,phone,closed
2385,511,851,2023-06-08,website,closed
2386,278,235,2021-08-12,email,followed up
2387,275,116,2021-06-06,email,open
2388,40,178,2021-09-24,website,closed
2389,109,235,2021-09-11,website,open
2390,44,470,2023-01-23,website,followed up
2391,633,55,2022-11-07,website,closed
2392,736,715,2023-06-20,walk-in,open
2393,958,966,2022-01-03,website,closed
2394,525,253,2023-08-25,phone,followed up
2395,796,354,2025-02-18,walk-in,closed
2396,633,992,2024-07-31,phone,followed up
2397,82,91,2023-09-09,referral,followed up
2398,615,700,2024-12-04,website,followed up
2399,886,943,2021-06-21,website,followed up
2400,576,154,2021-11-21,email,open
